Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] drove away the salesperson UsedFor [GEN], the salesperson to go away, the salesperson to go away, the salesperson to go away
[Name] drove away the salesperson isAfter [GEN], PersonX tells PersonX to go away, PersonX wants to buy a new car, PersonY asks PersonY to buy a car
[Name] drove away the salesperson isBefore [GEN], PersonX buys a new car, PersonX tells the salesperson to leave, the salesperson leaves the store
[Name] drove away the salesperson isFilledBy [GEN], the car, the car, the car
[Name] drove away the salesperson oEffect [GEN], gets yelled at, gets a new job, gets yelled at
[Name] drove away the salesperson oReact [GEN], none, none, none
[Name] drove away the salesperson oWant [GEN], to talk to someone else, to get away from him, to talk to someone else
[Name] drove away the salesperson xAttr [GEN], determined, aggressive, aggressive
[Name] drove away the salesperson xEffect [GEN], gets yelled at, gets yelled at, gets yelled at
[Name] drove away the salesperson xIntent [GEN], to avoid the salesperson, to get rid of the person, to get rid of the person
[Name] drove away the salesperson xNeed [GEN], to find the salesperson, to find the salesperson, to find the salesperson
[Name] drove away the salesperson xReact [GEN], angry, angry, angry
[Name] drove away the salesperson xReason [GEN], the salesperson to go away, the salesperson is no longer there, the salesperson to go away
[Name] drove away the salesperson xWant [GEN], to go home, to get rid of the person, to get rid of the person
[Name] is talking to the teacher about the assignments AtLocation [GEN], classroom, school, school
[Name] is talking to the teacher about the assignments CapableOf [GEN], talk to teacher, talk to the teacher, talk to the teacher
[Name] is talking to the teacher about the assignments Causes [GEN], PersonY asks PersonY what the assignments are, they get a good grade on it, Noel asks the teacher about the assignments
[Name] is talking to the teacher about the assignments CausesDesire [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments CreatedBy [GEN], they get a good grade, talk to the teacher, no effect
[Name] is talking to the teacher about the assignments DefinedAs [GEN], they get a good grade, they get a good grade, no one listens to them
[Name] is talking to the teacher about the assignments DesireOf [GEN], they get a grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments Desires [GEN], to inform the teacher, to inform the teacher, to inform the teacher
[Name] is talking to the teacher about the assignments HasA [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments HasFirstSubevent [GEN], they get a good grade, they get a good grade, they get a good grade
[Name] is talking to the teacher about the assignments HasLastSubevent [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments HasPainCharacter [GEN], they get a good grade, they get a good grade, no one listens to them
[Name] is talking to the teacher about the assignments HasPainIntensity [GEN], they get a good grade, gets a good grade, they get a good grade
[Name] is talking to the teacher about the assignments HasPrerequisite [GEN], get a good grade, talk to the teacher, no effect
[Name] is talking to the teacher about the assignments HasProperty [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments HasSubEvent [GEN], learns something new, get a good grade, no effect
[Name] is talking to the teacher about the assignments HasSubevent [GEN], they get a good grade, they get a good grade, no one is listening
[Name] is talking to the teacher about the assignments HinderedBy [GEN], The teacher is out of town., The teacher is out of town., No one will listen to them.
[Name] is talking to the teacher about the assignments InheritsFrom [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments InstanceOf [GEN], they get a good grade on the assignment, they get a good grade on the assignment, no one listens to them
[Name] is talking to the teacher about the assignments IsA [GEN], they get a good grade, they get a good grade, no one listens to them
[Name] is talking to the teacher about the assignments LocatedNear [GEN], they get a good grade, to get an answer, no effect
[Name] is talking to the teacher about the assignments LocationOfAction [GEN], they get a good grade, to get a good grade, no one is listening
[Name] is talking to the teacher about the assignments MadeOf [GEN], they get a good grade, they get a good grade, no one is listening
[Name] is talking to the teacher about the assignments MadeUpOf [GEN], the assignment, the teacher gives the assignment, no effect
[Name] is talking to the teacher about the assignments MotivatedByGoal [GEN], they get a good grade, they get a good grade, no one listens to them
[Name] is talking to the teacher about the assignments NotCapableOf [GEN], they get a good grade on the assignment, they get a good grade, no effect
[Name] is talking to the teacher about the assignments NotDesires [GEN], they get the assignment, they get a good grade, no effect
[Name] is talking to the teacher about the assignments NotHasA [GEN], PersonX gets a good grade, PersonX gets a good grade, Noel asks the teacher about the assignments
[Name] is talking to the teacher about the assignments NotHasProperty [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments NotIsA [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments NotMadeOf [GEN], they get a good grade on the assignment, they get a good grade on the assignment, no one listens to them
[Name] is talking to the teacher about the assignments ObjectUse [GEN], talk to the teacher about assignments, to get a good grade, to get a good grade
[Name] is talking to the teacher about the assignments PartOf [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments ReceivesAction [GEN], they get a grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments RelatedTo [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments SymbolOf [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments UsedFor [GEN], they get a good grade, they get a good grade, no effect
[Name] is talking to the teacher about the assignments isAfter [GEN], PersonY asks PersonY what the assignments are, PersonY asks PersonY what the assignments are, PersonY asks PersonY what the assignments are
[Name] is talking to the teacher about the assignments isBefore [GEN], PersonX gets a good grade, PersonX gets a good grade., Noel gets a good grade
[Name] is talking to the teacher about the assignments isFilledBy [GEN], homework, bookbag, book
