Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] is talking to the baker LocatedNear [GEN],bread,baker,dessert
[Name] is talking to the baker LocationOfAction [GEN],bread,cooking,dessert
[Name] is talking to the baker MadeOf [GEN],bread,cooking,dessert
[Name] is talking to the baker MadeUpOf [GEN],cook,cook,cooking spoon
[Name] is talking to the baker MotivatedByGoal [GEN],bread,cooking,dessert
[Name] is talking to the baker NotCapableOf [GEN],bread,cooking,baker
[Name] is talking to the baker NotDesires [GEN],dessert,baker,dessert
[Name] is talking to the baker NotHasA [GEN],dessert,baker,dessert
[Name] is talking to the baker NotHasProperty [GEN],baker,cooking,dessert
[Name] is talking to the baker NotIsA [GEN],bread,cooking,dessert
[Name] is talking to the baker NotMadeOf [GEN],bread,bread,dessert
[Name] is talking to the baker ObjectUse [GEN],order food,buy bread,buy bread
[Name] is talking to the baker PartOf [GEN],dessert,baker,dessert
[Name] is talking to the baker ReceivesAction [GEN],dessert,cooking,baker
[Name] is talking to the baker RelatedTo [GEN],bread,cooking,bread
[Name] is talking to the baker SymbolOf [GEN],bread,baker,dessert
[Name] is talking to the baker UsedFor [GEN],dessert,cooking,dessert
[Name] is talking to the baker isAfter [GEN],cooks,PersonX asks a question,PersonX buys a cake
[Name] is talking to the baker isBefore [GEN],PersonX orders a sandwich,PersonX orders a sandwich,PersonX orders a sandwich
[Name] is talking to the baker isFilledBy [GEN],a waiter,cook,cook
[Name] is talking to the baker oEffect [GEN],cooks,smiles,smiles
[Name] is talking to the baker oReact [GEN],happy,happy,happy
[Name] is talking to the baker oWant [GEN],to get paid,to get paid,to make a cake
[Name] is talking to the baker xAttr [GEN],hungry,curious,curious
[Name] is talking to the baker xEffect [GEN],gets yelled at,gets yelled at,gets yelled at
[Name] is talking to the baker xIntent [GEN],to ask a question,to ask a question,to ask a question
[Name] is talking to the baker xNeed [GEN],go to bakery,go to bakery,go to bakery
[Name] is talking to the baker xReact [GEN],happy,satisfied,satisfied
[Name] is talking to the baker xReason [GEN],they are hungry,they are hungry,they are hungry
[Name] is talking to the baker xWant [GEN],to eat,to make a cake,to make a cake
[Name] is telling the tailor what design she wants AtLocation [GEN],suitcase,kitchen,kitchen
[Name] is telling the tailor what design she wants CapableOf [GEN],dress up,dress up,dress up
[Name] is telling the tailor what design she wants Causes [GEN],to get a job,she gets fired,she gets fired
[Name] is telling the tailor what design she wants CausesDesire [GEN],dresser,satisfied,satisfied
[Name] is telling the tailor what design she wants CreatedBy [GEN],doctor,satisfied,doctor
[Name] is telling the tailor what design she wants DefinedAs [GEN],dresser,satisfied,designer
[Name] is telling the tailor what design she wants DesireOf [GEN],dresser,design,design
[Name] is telling the tailor what design she wants Desires [GEN],satisfied,satisfied,to be helpful
[Name] is telling the tailor what design she wants HasA [GEN],satisfied,design,satisfied
[Name] is telling the tailor what design she wants HasFirstSubevent [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants HasLastSubevent [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants HasPainCharacter [GEN],dress,design,designer
[Name] is telling the tailor what design she wants HasPainIntensity [GEN],doctor,design,designer
[Name] is telling the tailor what design she wants HasPrerequisite [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants HasProperty [GEN],nervous,informative,informative
[Name] is telling the tailor what design she wants HasSubEvent [GEN],waits,waits,waiting
[Name] is telling the tailor what design she wants HasSubevent [GEN],doctor,satisfied,doctor
[Name] is telling the tailor what design she wants HinderedBy [GEN],Isabella is telling the tailor what design she wants,PersonX doesn't know what to say.,Charlie is telling the tailor what design she wants
[Name] is telling the tailor what design she wants InheritsFrom [GEN],doctor,design,satisfied
[Name] is telling the tailor what design she wants InstanceOf [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants IsA [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants LocatedNear [GEN],doctor,satisfied,satisfied
[Name] is telling the tailor what design she wants LocationOfAction [GEN],dresser,design,doctor
[Name] is telling the tailor what design she wants MadeOf [GEN],dresser,satisfied,designer
[Name] is telling the tailor what design she wants MadeUpOf [GEN],doctor,design,design
[Name] is telling the tailor what design she wants MotivatedByGoal [GEN],satisfied,design,designer
[Name] is telling the tailor what design she wants NotCapableOf [GEN],doctor,satisfied,satisfied
[Name] is telling the tailor what design she wants NotDesires [GEN],doctor,design,doctor
[Name] is telling the tailor what design she wants NotHasA [GEN],satisfied,design,satisfied
[Name] is telling the tailor what design she wants NotHasProperty [GEN],satisfied,design,doctor
[Name] is telling the tailor what design she wants NotIsA [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants NotMadeOf [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants ObjectUse [GEN],make a dress,get a job,get a job
[Name] is telling the tailor what design she wants PartOf [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants ReceivesAction [GEN],doctor,satisfied,doctor
[Name] is telling the tailor what design she wants RelatedTo [GEN],dresser,satisfied,satisfied
[Name] is telling the tailor what design she wants SymbolOf [GEN],satisfied,design,doctor
[Name] is telling the tailor what design she wants UsedFor [GEN],doctor,design,satisfied
[Name] is telling the tailor what design she wants isAfter [GEN],Isabella is telling the tailor what design she wants,PersonX wants a new dress,PersonX asks for a dress
[Name] is telling the tailor what design she wants isBefore [GEN],Isabella is telling the tailor what design she wants,PersonX gets a new dress,PersonX gets a new dress
[Name] is telling the tailor what design she wants isFilledBy [GEN],doctor,doctor,doctor
[Name] is telling the tailor what design she wants oEffect [GEN],learns something,makes a decision,makes a decision
[Name] is telling the tailor what design she wants oReact [GEN],happy,interested,confused
[Name] is telling the tailor what design she wants oWant [GEN],to make a dress,to help her,to help her
[Name] is telling the tailor what design she wants xAttr [GEN],confused,helpful,helpful
[Name] is telling the tailor what design she wants xEffect [GEN],is asked questions,is asked questions,gets yelled at
[Name] is telling the tailor what design she wants xIntent [GEN],to be helpful,to be helpful,to be helpful
[Name] is telling the tailor what design she wants xNeed [GEN],call the doctor,to go to the store,call the doctor
[Name] is telling the tailor what design she wants xReact [GEN],satisfied,satisfied,satisfied
[Name] is telling the tailor what design she wants xReason [GEN],Isabella is telling the tailor what design she wants,she is in the store,she wants to get a job
[Name] is telling the tailor what design she wants xWant [GEN],to go to the tailor,to make a dress,to ask for more information
[Name] is talking to the tailor AtLocation [GEN],kitchen,kitchen,suitcase
[Name] is talking to the tailor CapableOf [GEN],dress up,dress up,dress up
[Name] is talking to the tailor Causes [GEN],complain,complain,complain
[Name] is talking to the tailor CausesDesire [GEN],tailor,doctor,tailor
[Name] is talking to the tailor CreatedBy [GEN],doctor,doctor,doctor
[Name] is talking to the tailor DefinedAs [GEN],doctor,doctor,doctor
[Name] is talking to the tailor DesireOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor Desires [GEN],satisfied,to get a haircut,fit clothes
[Name] is talking to the tailor HasA [GEN],doctor,doctor,doctor
[Name] is talking to the tailor HasFirstSubevent [GEN],doctor,doctor,doctor
[Name] is talking to the tailor HasLastSubevent [GEN],doctor,doctor,doctor
[Name] is talking to the tailor HasPainCharacter [GEN],doctor,doctor,doctor
[Name] is talking to the tailor HasPainIntensity [GEN],doctor,doctor,doctor
[Name] is talking to the tailor HasPrerequisite [GEN],doctor,doctor,doctor
[Name] is talking to the tailor HasProperty [GEN],nervous,nervous,nervous
[Name] is talking to the tailor HasSubEvent [GEN],waiting,waiting,waiting
[Name] is talking to the tailor HasSubevent [GEN],doctor,doctor,doctor
[Name] is talking to the tailor HinderedBy [GEN],PersonX doesn't have a car.,PersonX is in a wheelchair.,PersonX has no money.
[Name] is talking to the tailor InheritsFrom [GEN],doctor,doctor,doctor
[Name] is talking to the tailor InstanceOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor IsA [GEN],doctor,doctor,dress
[Name] is talking to the tailor LocatedNear [GEN],doctor,doctor,doctor
[Name] is talking to the tailor LocationOfAction [GEN],doctor,doctor,doctor
[Name] is talking to the tailor MadeOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor MadeUpOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor MotivatedByGoal [GEN],doctor,doctor,doctor
[Name] is talking to the tailor NotCapableOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor NotDesires [GEN],doctor,doctor,doctor
[Name] is talking to the tailor NotHasA [GEN],doctor,doctor,doctor
[Name] is talking to the tailor NotHasProperty [GEN],doctor,doctor,dresser
[Name] is talking to the tailor NotIsA [GEN],doctor,doctor,doctor
[Name] is talking to the tailor NotMadeOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor ObjectUse [GEN],make a dress,get a haircut,get a haircut
[Name] is talking to the tailor PartOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor ReceivesAction [GEN],doctor,doctor,doctor
[Name] is talking to the tailor RelatedTo [GEN],doctor,doctor,dresser
[Name] is talking to the tailor SymbolOf [GEN],doctor,doctor,doctor
[Name] is talking to the tailor UsedFor [GEN],doctor,doctor,doctor
[Name] is talking to the tailor isAfter [GEN],PersonX needs a dress,PersonX needs a haircut,PersonX needs a haircut
[Name] is talking to the tailor isBefore [GEN],PersonX gets a haircut,PersonX gets a haircut,PersonX gets a haircut
[Name] is talking to the tailor isFilledBy [GEN],doctor,doctor,doctor
[Name] is talking to the tailor oEffect [GEN],makes money,makes money,makes money
[Name] is talking to the tailor oReact [GEN],helpful,helpful,helpful
[Name] is talking to the tailor oWant [GEN],to get paid,to get paid,to get paid
[Name] is talking to the tailor xAttr [GEN],confused,confused,confused
[Name] is talking to the tailor xEffect [GEN],waits,waits,waits
[Name] is talking to the tailor xIntent [GEN],to find the right size,to get a haircut,to get a haircut
[Name] is talking to the tailor xNeed [GEN],get dressed,call the doctor,get dressed
[Name] is talking to the tailor xReact [GEN],satisfied,relieved,satisfied
[Name] is talking to the tailor xReason [GEN],it's required,it's required,they need a haircut
[Name] is talking to the tailor xWant [GEN],to pay the tailor,to pay the tailor,to pay the tailor
[Name] was angry at the clerk AtLocation [GEN],store,store,store
[Name] was angry at the clerk CapableOf [GEN],demand refund,demand refund,page clerk
[Name] was angry at the clerk Causes [GEN],angry,lose money,to get angry
[Name] was angry at the clerk CausesDesire [GEN],money,clerk,purse
[Name] was angry at the clerk CreatedBy [GEN],clerk,the clerk,purse
[Name] was angry at the clerk DefinedAs [GEN],money,food,order
[Name] was angry at the clerk DesireOf [GEN],clerk,clerk,clerk
[Name] was angry at the clerk Desires [GEN],angry,money,money
[Name] was angry at the clerk HasA [GEN],clerk,the clerk,clerk
