,Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound,Unisex Inference,Unisex Sentiment: Compound,Unisex Sentiment: Positive,Unisex Sentiment: Negative,Unisex Sentiment: Neutral
14201,[Name] prepared dinner for the counselor MadeOf [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14202,[Name] prepared dinner for the counselor MadeUpOf [GEN],potato,potato,dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,potato,0.0,0.0,0.0,1.0
14203,[Name] prepared dinner for the counselor MotivatedByGoal [GEN],cook dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14204,[Name] prepared dinner for the counselor NotCapableOf [GEN],food,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14205,[Name] prepared dinner for the counselor NotDesires [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14206,[Name] prepared dinner for the counselor NotHasA [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,food,0.0,0.0,0.0,1.0
14207,[Name] prepared dinner for the counselor NotHasProperty [GEN],prepare dinner,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,food,0.0,0.0,0.0,1.0
14208,[Name] prepared dinner for the counselor NotIsA [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14209,[Name] prepared dinner for the counselor NotMadeOf [GEN],hungry,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14210,[Name] prepared dinner for the counselor ObjectUse [GEN],give to the counselor,prepare dinner,cook dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,give to the counselor,0.0,0.0,0.0,1.0
14211,[Name] prepared dinner for the counselor PartOf [GEN],hungry,dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dinner,0.0,0.0,0.0,1.0
14212,[Name] prepared dinner for the counselor ReceivesAction [GEN],cook dinner,prepare food,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14213,[Name] prepared dinner for the counselor RelatedTo [GEN],prepare dinner,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14214,[Name] prepared dinner for the counselor SymbolOf [GEN],hungry,prepare dinner,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare dinner,0.0,0.0,0.0,1.0
14215,[Name] prepared dinner for the counselor UsedFor [GEN],prepare dinner,prepare food,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prepare food,0.0,0.0,0.0,1.0
14216,[Name] prepared dinner for the counselor isAfter [GEN],PersonX goes to the kitchen,PersonX cooks dinner,PersonX goes to the kitchen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX cooks dinner,0.0,0.0,0.0,1.0
14217,[Name] prepared dinner for the counselor isBefore [GEN],PersonX eats the food,PersonX eats the food,PersonX eats dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX eats the food,0.0,0.0,0.0,1.0
14218,[Name] prepared dinner for the counselor isFilledBy [GEN],students,students,the client,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,students,0.0,0.0,0.0,1.0
14219,[Name] prepared dinner for the counselor oEffect [GEN],they eat,they eat,PersonY eats dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,they eat,0.0,0.0,0.0,1.0
14220,[Name] prepared dinner for the counselor oReact [GEN],grateful,grateful,grateful,0.0,0.0,1.0,0.459,0.0,0.0,1.0,0.459,0.0,0.0,1.0,0.459,grateful,0.459,1.0,0.0,0.0
14221,[Name] prepared dinner for the counselor oWant [GEN],to thank them,to thank them,to thank PersonX,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,to thank them,0.361,0.556,0.0,0.444
14222,[Name] prepared dinner for the counselor xAttr [GEN],helpful,helpful,helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,helpful,0.422,1.0,0.0,0.0
14223,[Name] prepared dinner for the counselor xEffect [GEN],is thanked,is thanked,is thanked,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44,is thanked,0.44,0.744,0.0,0.256
14224,[Name] prepared dinner for the counselor xIntent [GEN],to be helpful,to be helpful,to be helpful,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,helpful,0.422,1.0,0.0,0.0
14225,[Name] prepared dinner for the counselor xNeed [GEN],buy food,buy food,to gather ingredients,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,buy food,0.0,0.0,0.0,1.0
14226,[Name] prepared dinner for the counselor xReact [GEN],accomplished,accomplished,accomplished,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,accomplished,0.44,1.0,0.0,0.0
14227,[Name] prepared dinner for the counselor xReason [GEN],the counselor is hungry,the counselor is hungry,they are hungry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,they are hungry,0.0,0.0,0.0,1.0
14228,[Name] prepared dinner for the counselor xWant [GEN],to eat,to eat,to eat dinner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to eat,0.0,0.0,0.0,1.0
14229,[Name] asked the construction worker some questions AtLocation [GEN],building,building,building,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,building,0.0,0.0,0.0,1.0
14230,[Name] asked the construction worker some questions CapableOf [GEN],have,have,get answers,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get answers,0.0,0.0,0.0,1.0
14231,[Name] asked the construction worker some questions Causes [GEN],inquisitive,inquisitive,answers,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,0.0,1.0,0.0,0.0,inquisitive,0.178,1.0,0.0,0.0
14232,[Name] asked the construction worker some questions CausesDesire [GEN],the worker,construction worker,to ask questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14233,[Name] asked the construction worker some questions CreatedBy [GEN],construction worker,building,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14234,[Name] asked the construction worker some questions DefinedAs [GEN],construction worker,construction worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,work,0.0,0.0,0.0,1.0
14235,[Name] asked the construction worker some questions DesireOf [GEN],the worker,satisfied,the worker,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14236,[Name] asked the construction worker some questions Desires [GEN],to know,to know the answer,to be informed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to know,0.0,0.0,0.0,1.0
14237,[Name] asked the construction worker some questions HasA [GEN],the worker,construction worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous,-0.273,0.0,1.0,0.0
14238,[Name] asked the construction worker some questions HasFirstSubevent [GEN],satisfied,construction worker,the worker,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous,-0.273,0.0,1.0,0.0
14239,[Name] asked the construction worker some questions HasLastSubevent [GEN],construction worker,construction worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous,-0.273,0.0,1.0,0.0
14240,[Name] asked the construction worker some questions HasPainCharacter [GEN],construction worker,construction worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14241,[Name] asked the construction worker some questions HasPainIntensity [GEN],construction worker,construction worker,inquisitive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,construction worker,0.0,0.0,0.0,1.0
14242,[Name] asked the construction worker some questions HasPrerequisite [GEN],the worker,knowledge,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,work,0.0,0.0,0.0,1.0
14243,[Name] asked the construction worker some questions HasProperty [GEN],inquisitive,inquisitive,inquisitive,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,nervous,-0.273,0.0,1.0,0.0
14244,[Name] asked the construction worker some questions HasSubEvent [GEN],get answers,get answers,gets answers,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get answers,0.0,0.0,0.0,1.0
14245,[Name] asked the construction worker some questions HasSubevent [GEN],construction worker,building,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14246,[Name] asked the construction worker some questions HinderedBy [GEN],Pamela asked the construction worker some questions,PersonX is too shy.,PersonX is too timid.,0.0,1.0,0.0,0.0,0.4,0.6,0.0,-0.25,0.4,0.6,0.0,-0.25,PersonX is too timid.,-0.25,0.0,0.4,0.6
14247,[Name] asked the construction worker some questions InheritsFrom [GEN],the worker,construction worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14248,[Name] asked the construction worker some questions InstanceOf [GEN],building,the worker,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous,-0.273,0.0,1.0,0.0
14249,[Name] asked the construction worker some questions IsA [GEN],the worker,knowledge,to ask questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,knowledge,0.0,0.0,0.0,1.0
14250,[Name] asked the construction worker some questions LocatedNear [GEN],construction worker,satisfied,the worker,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14251,[Name] asked the construction worker some questions LocationOfAction [GEN],construction worker,construction worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,building,0.0,0.0,0.0,1.0
14252,[Name] asked the construction worker some questions MadeOf [GEN],work,construction worker,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,nervous,-0.273,0.0,1.0,0.0
14253,[Name] asked the construction worker some questions MadeUpOf [GEN],question,worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,worker,0.0,0.0,0.0,1.0
14254,[Name] asked the construction worker some questions MotivatedByGoal [GEN],the worker,satisfied,to ask questions,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14255,[Name] asked the construction worker some questions NotCapableOf [GEN],the worker,the worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,building,0.0,0.0,0.0,1.0
14256,[Name] asked the construction worker some questions NotDesires [GEN],construction worker,construction worker,to ask questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,building,0.0,0.0,0.0,1.0
14257,[Name] asked the construction worker some questions NotHasA [GEN],construction worker,nervous,the worker,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.273,0.0,1.0,0.0,0.0,building,0.0,0.0,0.0,1.0
14258,[Name] asked the construction worker some questions NotHasProperty [GEN],construction worker,building,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,building,0.0,0.0,0.0,1.0
14259,[Name] asked the construction worker some questions NotIsA [GEN],the worker,satisfied,the worker,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,nervous,-0.273,0.0,1.0,0.0
14260,[Name] asked the construction worker some questions NotMadeOf [GEN],the worker,construction worker,to ask questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14261,[Name] asked the construction worker some questions ObjectUse [GEN],get answers,gain knowledge,get answers,0.0,1.0,0.0,0.0,0.0,0.227,0.773,0.527,0.0,1.0,0.0,0.0,gain knowledge,0.527,0.773,0.0,0.227
14262,[Name] asked the construction worker some questions PartOf [GEN],construction worker,construction worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14263,[Name] asked the construction worker some questions ReceivesAction [GEN],building,building,to ask questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14264,[Name] asked the construction worker some questions RelatedTo [GEN],the worker,satisfied,the worker,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,satisfied,0.422,1.0,0.0,0.0
14265,[Name] asked the construction worker some questions SymbolOf [GEN],the worker,satisfied,inquisitive,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.178,building,0.0,0.0,0.0,1.0
14266,[Name] asked the construction worker some questions UsedFor [GEN],construction worker,construction worker,to ask questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,construction worker,0.0,0.0,0.0,1.0
14267,[Name] asked the construction worker some questions isAfter [GEN],PersonX asks a question,PersonX asks a question,PersonX sees a construction worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX walks into a construction site,0.0,0.0,0.0,1.0
14268,[Name] asked the construction worker some questions isBefore [GEN],PersonX asks the worker questions,PersonX asks the worker questions,PersonX gets an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX asks the worker questions,0.0,0.0,0.0,1.0
14269,[Name] asked the construction worker some questions isFilledBy [GEN],the worker,the worker,the worker,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,the worker,0.0,0.0,0.0,1.0
14270,[Name] asked the construction worker some questions oEffect [GEN],listens,is asked questions,is asked questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,gets yelled at,0.0,0.0,0.0,1.0
14271,[Name] asked the construction worker some questions oReact [GEN],interested,interested,helpful,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.422,interested,0.402,1.0,0.0,0.0
14272,[Name] asked the construction worker some questions oWant [GEN],to answer the questions,to answer the questions,to answer the questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to answer the questions,0.0,0.0,0.0,1.0
14273,[Name] asked the construction worker some questions xAttr [GEN],curious,curious,curious,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,curious,0.318,1.0,0.0,0.0
14274,[Name] asked the construction worker some questions xEffect [GEN],gets answers,is ignored,gets answers,0.0,1.0,0.0,0.0,0.697,0.303,0.0,-0.318,0.0,1.0,0.0,0.0,gets answers,0.0,0.0,0.0,1.0
14275,[Name] asked the construction worker some questions xIntent [GEN],to know the answer,to get answers,to be informed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to be informed,0.0,0.0,0.0,1.0
14276,[Name] asked the construction worker some questions xNeed [GEN],have a question,have questions,to have a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,have a question,0.0,0.0,0.0,1.0
14277,[Name] asked the construction worker some questions xReact [GEN],inquisitive,inquisitive,inquisitive,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,inquisitive,0.178,1.0,0.0,0.0
14278,[Name] asked the construction worker some questions xReason [GEN],they are curious,they are curious,they are curious,0.0,0.465,0.535,0.318,0.0,0.465,0.535,0.318,0.0,0.465,0.535,0.318,they are curious,0.318,0.535,0.0,0.465
14279,[Name] asked the construction worker some questions xWant [GEN],to ask more questions,to ask more questions,to ask more questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get answers,0.0,0.0,0.0,1.0
14280,[Name] visited the writer AtLocation [GEN],book,book,library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,newspaper,0.0,0.0,0.0,1.0
14281,[Name] visited the writer CapableOf [GEN],write poem,write poem,write a story,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,write poem,0.0,0.0,0.0,1.0
14282,[Name] visited the writer Causes [GEN],write,write,to talk to the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,write,0.0,0.0,0.0,1.0
14283,[Name] visited the writer CausesDesire [GEN],book,write,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14284,[Name] visited the writer CreatedBy [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14285,[Name] visited the writer DefinedAs [GEN],book,write,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14286,[Name] visited the writer DesireOf [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14287,[Name] visited the writer Desires [GEN],write,write,to be entertained,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,write,0.0,0.0,0.0,1.0
14288,[Name] visited the writer HasA [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14289,[Name] visited the writer HasFirstSubevent [GEN],book,write,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14290,[Name] visited the writer HasLastSubevent [GEN],write,write,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14291,[Name] visited the writer HasPainCharacter [GEN],book,book,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14292,[Name] visited the writer HasPainIntensity [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14293,[Name] visited the writer HasPrerequisite [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14294,[Name] visited the writer HasProperty [GEN],kids,nervous,happy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.273,0.0,0.0,1.0,0.572,nervous,-0.273,0.0,1.0,0.0
14295,[Name] visited the writer HasSubEvent [GEN],learn,smile,smiles,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.0,1.0,0.477,smile,0.361,1.0,0.0,0.0
14296,[Name] visited the writer HasSubevent [GEN],book,book,to have a good time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,author,0.0,0.0,0.0,1.0
14297,[Name] visited the writer HinderedBy [GEN],PersonX doesn't have a car.,PersonX doesn't have transportation.,PersonX doesn't have transportation.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX has no money.,-0.296,0.0,0.423,0.577
14298,[Name] visited the writer InheritsFrom [GEN],book,book,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14299,[Name] visited the writer InstanceOf [GEN],book,book,to be a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14300,[Name] visited the writer IsA [GEN],write,write,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14301,[Name] visited the writer LocatedNear [GEN],book,book,to be a writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14302,[Name] visited the writer LocationOfAction [GEN],book,book,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14303,[Name] visited the writer MadeOf [GEN],book,write,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14304,[Name] visited the writer MadeUpOf [GEN],author,author,writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14305,[Name] visited the writer MotivatedByGoal [GEN],book,book,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14306,[Name] visited the writer NotCapableOf [GEN],book,book,to have a good time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,author,0.0,0.0,0.0,1.0
14307,[Name] visited the writer NotDesires [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14308,[Name] visited the writer NotHasA [GEN],book,book,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14309,[Name] visited the writer NotHasProperty [GEN],book,write,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14310,[Name] visited the writer NotIsA [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14311,[Name] visited the writer NotMadeOf [GEN],book,write,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14312,[Name] visited the writer ObjectUse [GEN],read,write a story,write a story,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,gain knowledge,0.527,0.773,0.0,0.227
14313,[Name] visited the writer PartOf [GEN],book,write,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14314,[Name] visited the writer ReceivesAction [GEN],book,book,to see the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,author,0.0,0.0,0.0,1.0
14315,[Name] visited the writer RelatedTo [GEN],book,book,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14316,[Name] visited the writer SymbolOf [GEN],book,book,to meet the writer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14317,[Name] visited the writer UsedFor [GEN],write,write,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writer,0.0,0.0,0.0,1.0
14318,[Name] visited the writer isAfter [GEN],book,writes a poem,PersonX goes to the bookstore,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX writes a poem,0.0,0.0,0.0,1.0
14319,[Name] visited the writer isBefore [GEN],PersonX writes a poem,PersonX writes a short story,PersonX writes a short story,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX writes a short story,0.0,0.0,0.0,1.0
14320,[Name] visited the writer isFilledBy [GEN],book,book,library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,book,0.0,0.0,0.0,1.0
14321,[Name] visited the writer oEffect [GEN],reads,reads,Writes a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writes,0.0,0.0,0.0,1.0
14322,[Name] visited the writer oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
14323,[Name] visited the writer oWant [GEN],to talk to person x,to talk to person x,to talk to PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to ask questions,0.0,0.0,0.0,1.0
14324,[Name] visited the writer xAttr [GEN],curious,curious,curious,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,curious,0.318,1.0,0.0,0.0
14325,[Name] visited the writer xEffect [GEN],reads,reads,learns something new,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,smiles,0.477,1.0,0.0,0.0
14326,[Name] visited the writer xIntent [GEN],have fun,to be nice,to be kind,0.0,0.233,0.767,0.511,0.0,0.417,0.583,0.422,0.0,0.37,0.63,0.527,to be nice,0.422,0.583,0.0,0.417
