Event Relation,Female Inference,Male Inference,PersonX Inference,Female-Male Similarity,Female-PersonX Similarity,Male-PersonX Similarity
[Name] tried to prepare for the auditor's visit NotCapableOf [GEN],have fun,prepare,to be prepared,0.255,0.249,0.734
[Name] tried to prepare for the auditor's visit NotDesires [GEN],prepare,prepare,to prepare,1.0,0.828,0.828
[Name] tried to prepare for the auditor's visit NotHasA [GEN],have a good time,attend,to prepare,0.3,0.166,0.349
[Name] tried to prepare for the auditor's visit NotHasProperty [GEN],get job done,attend,to be prepared,0.279,0.282,0.301
[Name] tried to prepare for the auditor's visit NotIsA [GEN],learn new information,learn new information,to be prepared,1.0,0.245,0.245
[Name] tried to prepare for the auditor's visit NotMadeOf [GEN],determined,succeed,to be prepared,0.366,0.343,0.328
[Name] tried to prepare for the auditor's visit ObjectUse [GEN],get a job,have a good time,to be prepared,0.303,0.18,0.222
[Name] tried to prepare for the auditor's visit PartOf [GEN],have fun,have a good time,to be prepared,0.621,0.249,0.222
[Name] tried to prepare for the auditor's visit ReceivesAction [GEN],have a good time,learn new information,to be successful,0.143,0.274,0.203
[Name] tried to prepare for the auditor's visit RelatedTo [GEN],have fun,satisfied,to prepare,0.339,0.246,0.224
[Name] tried to prepare for the auditor's visit SymbolOf [GEN],have fun,lose money,to prepare,0.202,0.246,0.145
[Name] tried to prepare for the auditor's visit UsedFor [GEN],to do well,to prepare,to be prepared,0.564,0.514,0.867
[Name] tried to prepare for the auditor's visit isAfter [GEN],Danielle tried to prepare for the auditor's visit,PersonX goes to the auditorium,PersonX is invited to the auditorium,0.103,0.097,0.946
[Name] tried to prepare for the auditor's visit isBefore [GEN],PersonX fails,PersonX gets a good grade,PersonX fails the auditor,0.731,0.753,0.531
[Name] tried to prepare for the auditor's visit isFilledBy [GEN],book,documents,cookies,0.471,0.266,0.212
[Name] tried to prepare for the auditor's visit oEffect [GEN],they see what they did,gain knowledge,they see what they did,0.187,1.0,0.187
[Name] tried to prepare for the auditor's visit oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit oWant [GEN],to see what they did,to ask questions,to see what they did,0.489,1.0,0.489
[Name] tried to prepare for the auditor's visit xAttr [GEN],determined,determined,determined,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit xEffect [GEN],gets nervous,gets nervous,gets nervous,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit xIntent [GEN],to be prepared,to be prepared,to be prepared,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit xNeed [GEN],get dressed,have a plan,to gather information,0.223,0.155,0.274
[Name] tried to prepare for the auditor's visit xReact [GEN],nervous,nervous,nervous,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit xReason [GEN],they are nervous,they are nervous,they are nervous,1.0,1.0,1.0
[Name] tried to prepare for the auditor's visit xWant [GEN],to be successful,to be successful,to be successful,1.0,1.0,1.0
[Name] traded services with the baker AtLocation [GEN],kitchen,kitchen,kitchen,1.0,1.0,1.0
[Name] traded services with the baker CapableOf [GEN],bread fish,sell cookies,make bread,0.169,0.635,0.252
[Name] traded services with the baker Causes [GEN],bakery,money,to make money,0.213,0.213,0.65
[Name] traded services with the baker CausesDesire [GEN],bake cake,baker,to make money,0.487,0.187,0.163
[Name] traded services with the baker CreatedBy [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker DefinedAs [GEN],baking goods,bread,to make money,0.53,0.261,0.206
[Name] traded services with the baker DesireOf [GEN],bakery,baker,to make money,0.737,0.213,0.163
[Name] traded services with the baker Desires [GEN],make money,money,to make money,0.695,0.711,0.65
[Name] traded services with the baker HasA [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker HasFirstSubevent [GEN],bakery,bread,to make money,0.629,0.213,0.206
[Name] traded services with the baker HasLastSubevent [GEN],bakery,baker,to make money,0.737,0.213,0.163
[Name] traded services with the baker HasPainCharacter [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker HasPainIntensity [GEN],bakery,baker,to make money,0.737,0.213,0.163
[Name] traded services with the baker HasPrerequisite [GEN],money,bread,to make money,0.293,0.65,0.206
[Name] traded services with the baker HasProperty [GEN],kids,skilled,responsible,0.26,0.358,0.399
[Name] traded services with the baker HasSubEvent [GEN],get paid,get paid,makes money,1.0,0.595,0.595
[Name] traded services with the baker HasSubevent [GEN],bakery,bread,to make money,0.629,0.213,0.206
[Name] traded services with the baker HinderedBy [GEN],PersonX is not old enough.,PersonX doesn't have the skills.,PersonX doesn't have the skills.,0.762,0.762,1.0
[Name] traded services with the baker InheritsFrom [GEN],bakery,bread,to make money,0.629,0.213,0.206
[Name] traded services with the baker InstanceOf [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker IsA [GEN],bake cake,cooking,to make money,0.443,0.187,0.323
[Name] traded services with the baker LocatedNear [GEN],bake cake,baker,to make money,0.487,0.187,0.163
[Name] traded services with the baker LocationOfAction [GEN],bakery,bread,to make money,0.629,0.213,0.206
[Name] traded services with the baker MadeOf [GEN],baker,me,to make money,0.237,0.163,0.243
[Name] traded services with the baker MadeUpOf [GEN],kitchen,trainer,cook,0.295,0.554,0.314
[Name] traded services with the baker MotivatedByGoal [GEN],bake cake,baker,to make money,0.487,0.187,0.163
[Name] traded services with the baker NotCapableOf [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker NotDesires [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker NotHasA [GEN],bakery,baker,to make money,0.737,0.213,0.163
[Name] traded services with the baker NotHasProperty [GEN],bakery,bread,to make money,0.629,0.213,0.206
[Name] traded services with the baker NotIsA [GEN],bakery,bread,to make money,0.629,0.213,0.206
[Name] traded services with the baker NotMadeOf [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker ObjectUse [GEN],make money,sell cookies,to make money,0.378,0.711,0.283
[Name] traded services with the baker PartOf [GEN],bakery,baker,to make money,0.737,0.213,0.163
[Name] traded services with the baker ReceivesAction [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker RelatedTo [GEN],bake cake,baker,to make money,0.487,0.187,0.163
[Name] traded services with the baker SymbolOf [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker UsedFor [GEN],bake cake,bread,to make money,0.39,0.187,0.206
[Name] traded services with the baker isAfter [GEN],PersonX gets a new job,PersonX gets a new job,PersonX wants to make a cake,1.0,0.529,0.529
[Name] traded services with the baker isBefore [GEN],PersonX buys a cake,PersonX sells cookies,PersonX makes a profit,0.661,0.625,0.695
[Name] traded services with the baker isFilledBy [GEN],kitchen,bread,cookies,0.442,0.296,0.407
[Name] traded services with the baker oEffect [GEN],makes money,makes money,makes money,1.0,1.0,1.0
[Name] traded services with the baker oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] traded services with the baker oWant [GEN],to get paid,to make money,to thank PersonX,0.803,0.316,0.307
[Name] traded services with the baker xAttr [GEN],helpful,skilled,skilled,0.329,0.329,1.0
[Name] traded services with the baker xEffect [GEN],makes money,makes money,makes money,1.0,1.0,1.0
[Name] traded services with the baker xIntent [GEN],to be helpful,to make money,to make money,0.513,0.513,1.0
[Name] traded services with the baker xNeed [GEN],have skills,get a job,to go to the bakery,0.437,0.152,0.271
[Name] traded services with the baker xReact [GEN],accomplished,accomplished,accomplished,1.0,1.0,1.0
[Name] traded services with the baker xReason [GEN],bakery,the baker needs help,they need money,0.651,0.091,0.193
[Name] traded services with the baker xWant [GEN],to make money,to make money,to make money,1.0,1.0,1.0
[Name] demanded the auditor stop snooping AtLocation [GEN],building,auditorium,the auditorium,0.377,0.359,0.969
[Name] demanded the auditor stop snooping CapableOf [GEN],gain information,gain information,stop,1.0,0.108,0.108
[Name] demanded the auditor stop snooping Causes [GEN],get arrested,get caught,to stop,0.694,0.225,0.333
[Name] demanded the auditor stop snooping CausesDesire [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping CreatedBy [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping DefinedAs [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping DesireOf [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping Desires [GEN],stop snooping,money,to be free,0.176,0.176,0.511
[Name] demanded the auditor stop snooping HasA [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping HasFirstSubevent [GEN],auditorium,auditorium,the auditor,1.0,0.294,0.294
[Name] demanded the auditor stop snooping HasLastSubevent [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping HasPainCharacter [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping HasPainIntensity [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping HasPrerequisite [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping HasProperty [GEN],short for snooping,bad,powerful,0.166,0.207,0.411
[Name] demanded the auditor stop snooping HasSubEvent [GEN],get fired,get fired,gets yelled at,1.0,0.437,0.437
[Name] demanded the auditor stop snooping HasSubevent [GEN],,auditorium,the auditorium,0.113,0.128,0.969
[Name] demanded the auditor stop snooping HinderedBy [GEN],Linda demanded the auditor stop snooping,the auditor is not interested,PersonX doesn't have the authority.,0.484,0.116,0.205
[Name] demanded the auditor stop snooping InheritsFrom [GEN],auditorium,auditorium,to the auditor,1.0,0.25,0.25
[Name] demanded the auditor stop snooping InstanceOf [GEN],auditorium,auditorium,to be in charge,1.0,0.116,0.116
[Name] demanded the auditor stop snooping IsA [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping LocatedNear [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping LocationOfAction [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping MadeOf [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping MadeUpOf [GEN],auditorium,auditorium,auditor,1.0,0.28,0.28
[Name] demanded the auditor stop snooping MotivatedByGoal [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping NotCapableOf [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping NotDesires [GEN],,auditorium,the auditorium,0.113,0.128,0.969
[Name] demanded the auditor stop snooping NotHasA [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping NotHasProperty [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping NotIsA [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping NotMadeOf [GEN],,auditorium,the auditorium,0.113,0.128,0.969
[Name] demanded the auditor stop snooping ObjectUse [GEN],get information,get a raise,to stop snooping,0.135,0.275,-0.004
[Name] demanded the auditor stop snooping PartOf [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping ReceivesAction [GEN],toy store,auditorium,to stop snooping,0.233,0.114,0.046
[Name] demanded the auditor stop snooping RelatedTo [GEN],auditorium,auditorium,the auditorium,1.0,0.969,0.969
[Name] demanded the auditor stop snooping SymbolOf [GEN],auditorium,auditorium,the auditor,1.0,0.294,0.294
[Name] demanded the auditor stop snooping UsedFor [GEN],,auditorium,the auditorium,0.113,0.128,0.969
[Name] demanded the auditor stop snooping isAfter [GEN],PersonX hears a secret,PersonX is in the auditorium,PersonX hears a snoop,0.537,0.749,0.425
[Name] demanded the auditor stop snooping isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX leaves the auditorium,1.0,0.567,0.567
[Name] demanded the auditor stop snooping isFilledBy [GEN],the bank,students,the bank,0.216,1.0,0.216
[Name] demanded the auditor stop snooping oEffect [GEN],gets fired,gets fired,gets yelled at,1.0,0.557,0.557
[Name] demanded the auditor stop snooping oReact [GEN],angry,bad,irritated,0.408,0.673,0.29
[Name] demanded the auditor stop snooping oWant [GEN],to stop,stop,to listen to PersonX,0.6,0.317,0.224
[Name] demanded the auditor stop snooping xAttr [GEN],mean,mean,mean,1.0,1.0,1.0
[Name] demanded the auditor stop snooping xEffect [GEN],gets yelled at,gets yelled at,gets yelled at,1.0,1.0,1.0
[Name] demanded the auditor stop snooping xIntent [GEN],to be safe,the auditor to stop,to be free,0.183,0.527,0.147
[Name] demanded the auditor stop snooping xNeed [GEN],have authority,get into auditorium,to be in the auditorium,0.189,0.217,0.864
[Name] demanded the auditor stop snooping xReact [GEN],relieved,powerful,powerful,0.285,0.285,1.0
[Name] demanded the auditor stop snooping xReason [GEN],it's illegal,it's illegal,it is illegal,1.0,0.935,0.935
[Name] demanded the auditor stop snooping xWant [GEN],to get rid of him,to stop,to tell the auditor,0.604,0.234,0.315
[Name] called the teacher to talk AtLocation [GEN],school,school,school,1.0,1.0,1.0
[Name] called the teacher to talk CapableOf [GEN],call teacher,call teacher,call teacher,1.0,1.0,1.0
[Name] called the teacher to talk Causes [GEN],listen,listen,to listen,1.0,0.665,0.665
[Name] called the teacher to talk CausesDesire [GEN],teacher,students,teacher,0.576,1.0,0.576
[Name] called the teacher to talk CreatedBy [GEN],teacher,teach,to get their attention,0.725,0.194,0.239
[Name] called the teacher to talk DefinedAs [GEN],teacher,teach,to teach,0.725,0.694,0.821
