Event Relation,Female Inference,Male Inference,PersonX Inference,Female-Male Similarity,Female-PersonX Similarity,Male-PersonX Similarity
[Name] texted the cook what he thought the boss wanted UsedFor [GEN], PersonY asks PersonY what they want, the boss to be happy, PersonX asks the boss what they want,0.238,0.588,0.484
[Name] texted the cook what he thought the boss wanted isAfter [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonX goes to the boss' office,1.0,0.64,0.64
[Name] texted the cook what he thought the boss wanted isBefore [GEN], PersonY asks PersonY what the boss wants, PersonY asks PersonY what the boss wants, PersonX tells the boss what the boss wants,1.0,0.771,0.771
[Name] texted the cook what he thought the boss wanted isFilledBy [GEN], the boss, phone, phone,0.325,0.325,1.0
[Name] texted the cook what he thought the boss wanted oEffect [GEN], get's the job, get's the job, PersonX is thanked by the cook,1.0,0.141,0.141
[Name] texted the cook what he thought the boss wanted oReact [GEN], none, none, none,1.0,1.0,1.0
[Name] texted the cook what he thought the boss wanted oWant [GEN], to thank the cook, to tell the boss, to thank PersonX,0.441,0.468,0.339
[Name] texted the cook what he thought the boss wanted xAttr [GEN], considerate, considerate, bossy,1.0,0.212,0.212
[Name] texted the cook what he thought the boss wanted xEffect [GEN], gets yelled at, gets yelled at, PersonX gets fired,1.0,0.284,0.284
[Name] texted the cook what he thought the boss wanted xIntent [GEN], to communicate with the boss, to communicate with the boss, to communicate with the boss,1.0,1.0,1.0
[Name] texted the cook what he thought the boss wanted xNeed [GEN], to know what the boss wants, to know what the boss wants, to know what the boss wants,1.0,1.0,1.0
[Name] texted the cook what he thought the boss wanted xReact [GEN], good about themselves, good about themselves, satisfied,1.0,0.259,0.259
[Name] texted the cook what he thought the boss wanted xReason [GEN], PersonY asks PersonY what the boss wants, the boss wants to know what they think, PersonX asks the boss what the boss wants,0.692,0.841,0.644
[Name] texted the cook what he thought the boss wanted xWant [GEN], to make sure the boss gets what they want, to tell the boss what they think, to tell the boss what they think,0.843,0.843,1.0
[Name] took down the farmer's petition AtLocation [GEN], the farm, the farm, PersonX reads the farmer's petition,1.0,0.376,0.376
[Name] took down the farmer's petition CapableOf [GEN], take down the petition, take down the petition, PersonX writes down the petition,1.0,0.672,0.672
[Name] took down the farmer's petition Causes [GEN], the farmer's petition is no longer needed, the farmer's petition is no longer needed, PersonX reads the petition,1.0,0.453,0.453
[Name] took down the farmer's petition CausesDesire [GEN], the petition is no longer needed, the farmer's petition was removed, PersonX reads the farmer's petition,0.65,0.48,0.707
[Name] took down the farmer's petition CreatedBy [GEN], the farmer's petition to go away, to get rid of it, PersonX reads the farmer's petition,0.181,0.712,0.102
[Name] took down the farmer's petition DefinedAs [GEN], the farmer's petition was taken down, the farmer's petition to be taken down, PersonX reads the farmer's petition,0.976,0.714,0.71
[Name] took down the farmer's petition DesireOf [GEN], the petition is no longer needed, the farmer's petition was removed, PersonX reads the farmer's petition,0.65,0.48,0.707
[Name] took down the farmer's petition Desires [GEN], to be helpful, to be helpful, to get rid of something,1.0,0.387,0.387
[Name] took down the farmer's petition HasA [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the petition,1.0,0.417,0.417
[Name] took down the farmer's petition HasFirstSubevent [GEN], the farmer's petition to be taken down, they get a new job, PersonX reads the farmer's petition,0.199,0.71,0.197
[Name] took down the farmer's petition HasLastSubevent [GEN], PersonY asks PersonY to sign the petition, PersonY asks PersonY to sign the petition, PersonX reads the farmer's petition,1.0,0.591,0.591
[Name] took down the farmer's petition HasPainCharacter [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the farmer's petition,1.0,0.714,0.714
[Name] took down the farmer's petition HasPainIntensity [GEN], the farmer's petition was taken down, they get a new job, PersonX reads the petition,0.194,0.417,0.192
[Name] took down the farmer's petition HasPrerequisite [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX takes the petition down,1.0,0.459,0.459
[Name] took down the farmer's petition HasProperty [GEN], the farmer's petition was taken down, the petition is no longer needed, PersonX is a lawyer.,0.607,0.081,0.161
[Name] took down the farmer's petition HasSubEvent [GEN], get a reward, get a reward, PersonX puts the petition away,1.0,0.068,0.068
[Name] took down the farmer's petition HasSubevent [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,1.0,1.0,1.0
[Name] took down the farmer's petition HinderedBy [GEN], The farmer's petition is too big., The farmer's petition is too big., PersonX doesn't know how to do it.,1.0,0.039,0.039
[Name] took down the farmer's petition InheritsFrom [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the farmer's petition,1.0,0.714,0.714
[Name] took down the farmer's petition InstanceOf [GEN], the farmer's petition was removed, the farmer's petition is no longer needed, PersonX reads the farmer's petition,0.925,0.707,0.718
[Name] took down the farmer's petition IsA [GEN], the farmer's petition was taken down, the farmer's petition was removed, PersonX reads the farmer's petition,0.945,0.714,0.707
[Name] took down the farmer's petition LocatedNear [GEN], the petition to be taken down, the farmer's petition to be removed, PersonX reads the petition,0.618,0.581,0.421
[Name] took down the farmer's petition LocationOfAction [GEN], the farmer's petition was taken down, the farmer's petition was taken down, the farmer's petition was taken down,1.0,1.0,1.0
[Name] took down the farmer's petition MadeOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the petition,1.0,0.417,0.417
[Name] took down the farmer's petition MadeUpOf [GEN], the petition, dilligent, PersonX took down the farmer's petition,0.187,0.506,0.075
[Name] took down the farmer's petition MotivatedByGoal [GEN], the farmer's petition was taken down, the petition was no longer needed, PersonX reads the farmer's petition,0.64,0.714,0.469
[Name] took down the farmer's petition NotCapableOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the petition,1.0,0.417,0.417
[Name] took down the farmer's petition NotDesires [GEN], the farmer's petition was taken down, they get a new petition, PersonX took the petition down,0.52,0.481,0.601
[Name] took down the farmer's petition NotHasA [GEN], the farmer's petition is no longer needed, the farmer's petition is no longer needed, PersonX reads the farmer's petition,1.0,0.718,0.718
[Name] took down the farmer's petition NotHasProperty [GEN], the farmer's petition was taken down, the farmer's petition was taken down, good.,1.0,0.15,0.15
[Name] took down the farmer's petition NotIsA [GEN], PersonY asks PersonY to sign the petition, PersonY asks PersonY to sign the petition, PersonX reads the farmer's petition,1.0,0.591,0.591
[Name] took down the farmer's petition NotMadeOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the farmer's petition,1.0,0.714,0.714
[Name] took down the farmer's petition ObjectUse [GEN], to make sure the petition is signed, to make sure the petition is accurate, to get rid of the petition,0.911,0.877,0.841
[Name] took down the farmer's petition PartOf [GEN], the farmer's petition was taken down, the farmer's petition is no longer needed, PersonX reads the farmer's petition,0.905,0.714,0.718
[Name] took down the farmer's petition ReceivesAction [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the petition,1.0,0.417,0.417
[Name] took down the farmer's petition RelatedTo [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the farmer's petition,1.0,0.714,0.714
[Name] took down the farmer's petition SymbolOf [GEN], the farmer's petition was taken down, the farmer's petition was taken down, PersonX reads the farmer's petition,1.0,0.714,0.714
[Name] took down the farmer's petition UsedFor [GEN], the farmer's petition was taken down, they get a new job, PersonX reads the farmer's petition,0.194,0.714,0.197
[Name] took down the farmer's petition isAfter [GEN], PersonY asked PersonY to sign the petition, PersonY asked PersonY to sign the petition, PersonX goes to the farm,1.0,0.262,0.262
[Name] took down the farmer's petition isBefore [GEN], PersonY asks PersonY to sign the petition, PersonY gets the petition taken down, PersonX puts the petition in the trash,0.857,0.656,0.75
[Name] took down the farmer's petition isFilledBy [GEN], the petition, the sign, PersonX's hands,0.472,0.171,0.33
[Name] took down the farmer's petition oEffect [GEN], none, none, none,1.0,1.0,1.0
[Name] took down the farmer's petition oReact [GEN], none, none, none,1.0,1.0,1.0
[Name] took down the farmer's petition oWant [GEN], to thank them, to thank him, to thank PersonX,0.828,0.679,0.631
[Name] took down the farmer's petition xAttr [GEN], hardworking, hardworking, hardworking,1.0,1.0,1.0
[Name] took down the farmer's petition xEffect [GEN], gets yelled at, gets yelled at, PersonX is thanked,1.0,0.146,0.146
[Name] took down the farmer's petition xIntent [GEN], to get rid of something, to get rid of something, to get rid of something,1.0,1.0,1.0
[Name] took down the farmer's petition xNeed [GEN], to get the petition, to find the farmer's petition, to find the petition,0.683,0.921,0.754
[Name] took down the farmer's petition xReact [GEN], accomplished, accomplished, accomplished,1.0,1.0,1.0
[Name] took down the farmer's petition xReason [GEN], the petition is no longer needed, the farmer's petition was taken down, PersonX reads the farmer's petition,0.607,0.48,0.714
[Name] took down the farmer's petition xWant [GEN], to put the petition in the trash, to put the petition in a file, to get rid of the petition,0.672,0.892,0.675
[Name] kicked the assistant AtLocation [GEN], the assistant, the assistant is injured, PersonX is angry at the assistant,0.697,0.602,0.559
[Name] kicked the assistant CapableOf [GEN], yell at the assistant, get a restraining order, PersonX punches the assistant,0.191,0.564,0.173
[Name] kicked the assistant Causes [GEN], the assistant is in trouble, the assistant is in trouble, person x is angry,1.0,0.274,0.274
[Name] kicked the assistant CausesDesire [GEN], PersonX gets arrested., PersonY gets arrested., PersonX yells at the assistant,0.792,0.548,0.359
[Name] kicked the assistant CreatedBy [GEN], to kick the assistant, hurt the assistant, PersonX is angry at the assistant,0.751,0.536,0.605
[Name] kicked the assistant DefinedAs [GEN], the assistant is arrested, PersonX gets a restraining order, PersonX punches the assistant in the face,0.205,0.498,0.47
[Name] kicked the assistant DesireOf [GEN], the assistant is injured, the assistant is in trouble, PersonX is angry at the assistant,0.815,0.559,0.679
[Name] kicked the assistant Desires [GEN], to be mean, to be mean, to hurt the assistant,1.0,0.399,0.399
[Name] kicked the assistant HasA [GEN], the assistant to get up, PersonX gets a restraining order against PersonX, PersonX is angry at the assistant,0.063,0.54,0.484
[Name] kicked the assistant HasFirstSubevent [GEN], PersonX gets arrested, PersonX gets arrested for assault, PersonX yells at the assistant,0.901,0.534,0.505
[Name] kicked the assistant HasLastSubevent [GEN], PersonX gets arrested, PersonX tells PersonX to stop, PersonX punches the assistant in the face,0.654,0.557,0.619
[Name] kicked the assistant HasPainCharacter [GEN], PersonX is in jail, PersonX gets a restraining order against PersonX, PersonX yells at the assistant,0.663,0.515,0.502
[Name] kicked the assistant HasPainIntensity [GEN], gets yelled at, PersonX gets in trouble, PersonX punches the assistant,0.208,0.29,0.678
[Name] kicked the assistant HasPrerequisite [GEN], the assistant to leave, the assistant to get up, PersonX punches the assistant,0.666,0.495,0.545
[Name] kicked the assistant HasProperty [GEN], angry, angry, angry,1.0,1.0,1.0
[Name] kicked the assistant HasSubEvent [GEN], gets yelled at, gets yelled at, PersonX punches the assistant,1.0,0.29,0.29
[Name] kicked the assistant HasSubevent [GEN], the assistant to leave, hurt the assistant, person x is angry,0.684,0.234,0.261
[Name] kicked the assistant HinderedBy [GEN], The assistant is too far away., The assistant is too far away., PersonX doesn't want to get in trouble.,1.0,0.23,0.23
[Name] kicked the assistant InheritsFrom [GEN], the assistant to get up,   , angry at the assistant,0.153,0.651,0.245
[Name] kicked the assistant InstanceOf [GEN], the assistant is in trouble, PersonY is in pain, angry at the assistant,0.252,0.765,0.295
