Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound
[Name] wrote a book about the carpenter oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter oWant [GEN], to read the book, to read the book, to read the book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter xAttr [GEN], crafty, crafty, creative,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44
[Name] wrote a book about the carpenter xEffect [GEN], learns a new skill, learns a new skill, learns a new skill,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter xIntent [GEN], to be a writer, to share his knowledge, to be a writer,0.0,1.0,0.0,0.0,0.0,0.577,0.423,0.296,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter xNeed [GEN], to learn about the carpenter, to learn about the carpenter, to learn about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter xReact [GEN], accomplished, accomplished, accomplished,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44
[Name] wrote a book about the carpenter xReason [GEN], carpenter's book, Jeffrey is a carpenter, PersonX reads about the carpenter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] wrote a book about the carpenter xWant [GEN], to publish the book, to sell the book, to publish the book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake AtLocation [GEN], cake stand, cake stand, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake CapableOf [GEN], eat the cake, eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake Causes [GEN], PersonY eats the cake, they eat the cake, PersonX wants to try the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake CausesDesire [GEN], they eat the cake, they eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake CreatedBy [GEN], they eat it, they eat the cake, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake DefinedAs [GEN], they eat the cake, they eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake DesireOf [GEN], they eat the cake, they eat the cake, PersonX goes to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake Desires [GEN], to try the cake, to try the cake, to try the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasA [GEN], they eat the cake, they eat the cake, PersonX wants to try the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasFirstSubevent [GEN], they eat the cake, they eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasLastSubevent [GEN], PersonY eats the cake, PersonY eats the cake, PersonX buys a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasPainCharacter [GEN], they eat the cake, PersonY eats the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasPainIntensity [GEN], they eat the cake, they eat the cake, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasPrerequisite [GEN], eat it, eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasProperty [GEN], good about themselves, good about themselves, PersonX eats the cake,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasSubEvent [GEN], eat the cake, eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HasSubevent [GEN], they eat it, he wants to try it, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake HinderedBy [GEN], The attendant won't let them., The attendant won't serve them., PersonX doesn't want to be rude.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.514,0.486,0.0,-0.498
[Name] asked the attendant to try the cake InheritsFrom [GEN], they eat the cake, they eat the cake, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake InstanceOf [GEN], they eat the cake, they eat the cake, PersonX goes to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake IsA [GEN], they eat the cake, they eat the cake, PersonX goes to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake LocatedNear [GEN], eat the cake, to eat the cake, PersonX wants to eat the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake LocationOfAction [GEN], they eat it, to eat the cake, they want to try it,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.755,0.245,0.077
[Name] asked the attendant to try the cake MadeOf [GEN], the cake is too sweet,  the cake   is  delicious, PersonX wants to try the cake,0.0,0.571,0.429,0.459,0.0,0.448,0.552,0.572,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake MadeUpOf [GEN], cake, cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake MotivatedByGoal [GEN], they eat the cake, they eat the cake, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake NotCapableOf [GEN], they eat the cake, they eat the cake, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake NotDesires [GEN], they eat it, they eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake NotHasA [GEN], PersonY eats it, PersonY eats the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake NotHasProperty [GEN], good about themselves, they are hungry, satisfied,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422
[Name] asked the attendant to try the cake NotIsA [GEN], they eat the cake, they eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake NotMadeOf [GEN], they eat the cake, they eat the cake, PersonX orders a cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake ObjectUse [GEN], eat the cake, eat the cake, to eat the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake PartOf [GEN], they eat the cake, they eat the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake ReceivesAction [GEN], eat the cake, they eat the cake, PersonX goes to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake RelatedTo [GEN], they eat the cake, they eat the cake, PersonX goes to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake SymbolOf [GEN], they eat the cake, they eat the cake, PersonX orders a slice of cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake UsedFor [GEN], eat the cake, they eat the cake, PersonX goes to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake isAfter [GEN], PersonX buys a cake, PersonY buys a cake, PersonX buys a cake at the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake isBefore [GEN], PersonY eats the cake, PersonY eats the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake isFilledBy [GEN], cake, cake, cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake oEffect [GEN], is asked to leave, they eat the cake, PersonX eats the cake,0.286,0.714,0.0,-0.052,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake oWant [GEN], to eat the cake, to eat the cake, to eat the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake xAttr [GEN], curious, curious, curious,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318
[Name] asked the attendant to try the cake xEffect [GEN], eats cake, eats the cake, PersonX eats the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake xIntent [GEN], to try the cake, to try the cake, to try the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake xNeed [GEN], to go to the bakery, to go to the bakery, to go to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake xReact [GEN], satisfied, satisfied, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] asked the attendant to try the cake xReason [GEN], PersonY eats the cake, PersonY eats the cake, PersonX wants to eat the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] asked the attendant to try the cake xWant [GEN], to eat the cake, to eat the cake, to eat the cake,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper AtLocation [GEN], house, house, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper CapableOf [GEN], pay the housekeeper, pay the housekeeper, to pay the housekeeper,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103,0.318,0.682,0.0,-0.103
[Name] employed the housekeeper Causes [GEN], the house is clean, the house is clean, PersonX needs a housekeeper,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper CausesDesire [GEN], the house to be clean, good about themselves, PersonX hires a housekeeper,0.0,0.597,0.403,0.402,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] employed the housekeeper CreatedBy [GEN], clean the house, clean up the house, PersonX wants to be clean,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] employed the housekeeper DefinedAs [GEN], the house to be clean, clean the house, PersonX hires a housekeeper,0.0,0.597,0.403,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper DesireOf [GEN], the house to be clean, clean the house, PersonX hires a housekeeper,0.0,0.597,0.403,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper Desires [GEN], to have a maid, to have a maid, to have clean house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] employed the housekeeper HasA [GEN], clean house, clean house, PersonX wants to be clean,0.0,0.27,0.73,0.402,0.0,0.27,0.73,0.402,0.0,0.597,0.403,0.402
[Name] employed the housekeeper HasFirstSubevent [GEN], clean the house, clean the house, PersonX pays the housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper HasLastSubevent [GEN], PersonY hires the housekeeper, the house is clean, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper HasPainCharacter [GEN], PersonY hires the housekeeper, the house is clean, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper HasPainIntensity [GEN], gets a paycheck, clean the house, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper HasPrerequisite [GEN], clean the house, clean the house, PersonX hires a housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper HasProperty [GEN], clean, helpful, helpful,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] employed the housekeeper HasSubEvent [GEN], clean the house, clean the house, PersonX cleans the house,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper HasSubevent [GEN], clean the house, clean the house, the house to be clean,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.597,0.403,0.402
[Name] employed the housekeeper HinderedBy [GEN], The housekeeper doesn't have a job., The housekeeper doesn't have a job., PersonX doesn't have the money to pay the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.149,0.851,0.0,-0.103
[Name] employed the housekeeper InheritsFrom [GEN], the house to be clean, clean house, PersonX needs a maid,0.0,0.597,0.403,0.402,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper InstanceOf [GEN], the house to be clean, cleanliness, PersonX hires a housekeeper,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper IsA [GEN], the house to be clean, clean house, PersonX needs a housekeeper,0.0,0.597,0.403,0.402,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper LocatedNear [GEN], have a clean house, have a clean house, to have a clean house,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] employed the housekeeper LocationOfAction [GEN], clean the house, to be clean, good about themselves,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.408,0.592,0.44
[Name] employed the housekeeper MadeOf [GEN], the house to be clean, the house is clean, PersonX needs a housekeeper,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper MadeUpOf [GEN], the house, the house, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper MotivatedByGoal [GEN], the house to be clean, the house is clean, PersonX hires a housekeeper,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper NotCapableOf [GEN], clean house, clean house, PersonX has a clean house,0.0,0.27,0.73,0.402,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402
[Name] employed the housekeeper NotDesires [GEN], the house is clean, clean the house, PersonX hires a housekeeper,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper NotHasA [GEN], PersonY hires the housekeeper, the house is clean, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper NotHasProperty [GEN], satisfied, helpful, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] employed the housekeeper NotIsA [GEN], PersonY hires the housekeeper, clean the house, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper NotMadeOf [GEN], the house to be clean, clean the house, PersonX hires a housekeeper,0.0,0.597,0.403,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper ObjectUse [GEN], to pay the maid, clean up the house, to pay the housekeeper,0.318,0.682,0.0,-0.103,0.0,0.526,0.474,0.402,0.318,0.682,0.0,-0.103
[Name] employed the housekeeper PartOf [GEN], have a clean house, clean the house, PersonX pays the housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper ReceivesAction [GEN], clean the house, clean the house, PersonX hires a housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper RelatedTo [GEN], clean house, clean the house, PersonX hires a housekeeper,0.0,0.27,0.73,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper SymbolOf [GEN], PersonY hires PersonY, clean the house, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper UsedFor [GEN], clean the house, clean the house, PersonX hires a housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper isAfter [GEN], PersonY hires PersonY's housekeeper, PersonY hires a housekeeper, PersonX needs to clean the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.649,0.351,0.402
[Name] employed the housekeeper isBefore [GEN], PersonY cleans the house, the house is clean, PersonX pays the housekeeper,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper isFilledBy [GEN], house, house, PersonX's house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper oEffect [GEN], cleans the house, they get paid, PersonX's house is clean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] employed the housekeeper oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper oWant [GEN], to get paid, to clean the house, to get paid,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper xAttr [GEN], dependable, dependable, dependable,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper xEffect [GEN], cleans the house, has less money, PersonX has less money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper xIntent [GEN], to have a maid, to have a maid, to have a maid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper xNeed [GEN], to find a housekeeper, to hire a housekeeper, to find a housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] employed the housekeeper xReact [GEN], satisfied, satisfied, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] employed the housekeeper xReason [GEN], PersonY hires the housekeeper, the house is clean, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] employed the housekeeper xWant [GEN], to pay the housekeeper, to pay the housekeeper, to pay the housekeeper,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103
[Name] competed with the attendant for the same job AtLocation [GEN], the job, PersonY hires PersonY, PersonX applied for the job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] competed with the attendant for the same job CapableOf [GEN], win the job, win the job, PersonX wins the job,0.0,0.345,0.655,0.586,0.0,0.345,0.655,0.586,0.0,0.448,0.552,0.572
[Name] competed with the attendant for the same job Causes [GEN], they get the job done, they get the job, PersonX wants to be the best,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.543,0.457,0.637
[Name] competed with the attendant for the same job CausesDesire [GEN], they get the job, they get the job done, PersonX wins the job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.448,0.552,0.572
[Name] competed with the attendant for the same job CreatedBy [GEN], they got the job, compete with the attendant, PersonX wins the job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.448,0.552,0.572
[Name] competed with the attendant for the same job DefinedAs [GEN], they get the job done, they get the job done, PersonX wins the job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.448,0.552,0.572
[Name] competed with the attendant for the same job DesireOf [GEN], they got the job, they got the job, PersonX applies for the same job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] competed with the attendant for the same job Desires [GEN], to be competitive, to be competitive, to be the best,0.0,0.541,0.459,0.178,0.0,0.541,0.459,0.178,0.0,0.417,0.583,0.637
[Name] competed with the attendant for the same job HasA [GEN], they got the job, they get the job, PersonX wants to be the best,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.543,0.457,0.637
