Event Relation,Female Inference,Male Inference,Unisex Inference,Female-Male Similarity,Female-Unisex Similarity,Male-Unisex Similarity
[Name] refused to help the editor DesireOf [GEN],editor,lose money,get fired,0.185,0.171,0.346
[Name] refused to help the editor Desires [GEN],to be mean,to be left alone,to be left alone,0.46,0.46,1.0
[Name] refused to help the editor HasA [GEN],editor,get fired,story,0.171,0.163,0.276
[Name] refused to help the editor HasFirstSubevent [GEN],editor,lose money,bad news,0.185,0.153,0.256
[Name] refused to help the editor HasLastSubevent [GEN],editor,lose money,bad news,0.185,0.153,0.256
[Name] refused to help the editor HasPainCharacter [GEN],dishonest,not to help,bad news,0.258,0.28,0.163
[Name] refused to help the editor HasPainIntensity [GEN],editor,get fired,manuscript,0.171,0.485,0.093
[Name] refused to help the editor HasPrerequisite [GEN],editor,money,bad news,0.246,0.153,0.221
[Name] refused to help the editor HasProperty [GEN],bad,powerful,responsible,0.411,0.153,0.319
[Name] refused to help the editor HasSubEvent [GEN],get fired,get fired,get fired,1.0,1.0,1.0
[Name] refused to help the editor HasSubevent [GEN],editor,the editor,bad news,0.904,0.153,0.131
[Name] refused to help the editor HinderedBy [GEN],Rachel refused to help the editor,PersonX doesn't have the authority.,PersonX doesn't have the authority.,0.233,0.233,1.0
[Name] refused to help the editor InheritsFrom [GEN],editor,editor,bad news,1.0,0.153,0.153
[Name] refused to help the editor InstanceOf [GEN],editor,get fired,magazine,0.171,0.336,0.193
[Name] refused to help the editor IsA [GEN],editor,get fired,bad news,0.171,0.153,0.24
[Name] refused to help the editor LocatedNear [GEN],editor,get fired,press,0.171,0.397,0.267
[Name] refused to help the editor LocationOfAction [GEN],editor,not to help,bad news,0.162,0.153,0.163
[Name] refused to help the editor MadeOf [GEN],editor,lose money,manuscript,0.185,0.485,0.138
[Name] refused to help the editor MadeUpOf [GEN],letter,editor,ball,0.32,0.346,0.154
[Name] refused to help the editor MotivatedByGoal [GEN],editor,get fired,manuscript,0.171,0.485,0.093
[Name] refused to help the editor NotCapableOf [GEN],editor,get fired,bad news,0.171,0.153,0.24
[Name] refused to help the editor NotDesires [GEN],editor,get fired,press,0.171,0.397,0.267
[Name] refused to help the editor NotHasA [GEN],editor,lose money,magazine,0.185,0.336,0.185
[Name] refused to help the editor NotHasProperty [GEN],editor,lose money,bad news,0.185,0.153,0.256
[Name] refused to help the editor NotIsA [GEN],editor,lose money,press,0.185,0.397,0.246
[Name] refused to help the editor NotMadeOf [GEN],editor,lose money,manuscript,0.185,0.485,0.138
[Name] refused to help the editor ObjectUse [GEN],get a job,get a job,get a raise,1.0,0.524,0.524
[Name] refused to help the editor PartOf [GEN],editor,get fired,press,0.171,0.397,0.267
[Name] refused to help the editor ReceivesAction [GEN],editor,the editor,bad news,0.904,0.153,0.131
[Name] refused to help the editor RelatedTo [GEN],editor,get fired,bad news,0.171,0.153,0.24
[Name] refused to help the editor SymbolOf [GEN],editor,get fired,bad news,0.171,0.153,0.24
[Name] refused to help the editor UsedFor [GEN],editor,lose money,bad news,0.185,0.153,0.256
[Name] refused to help the editor isAfter [GEN],PersonX writes a story,PersonX writes a story,PersonX writes a story,1.0,1.0,1.0
[Name] refused to help the editor isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired,1.0,1.0,1.0
[Name] refused to help the editor isFilledBy [GEN],magazine,the editor,boss,0.38,0.211,0.266
[Name] refused to help the editor oEffect [GEN],gets fired,gets fired,gets fired,1.0,1.0,1.0
[Name] refused to help the editor oReact [GEN],disappointed,disappointed,disappointed,1.0,1.0,1.0
[Name] refused to help the editor oWant [GEN],to ask for help,to thank person x,to yell at PersonX,0.39,0.37,0.46
[Name] refused to help the editor xAttr [GEN],irresponsible,selfish,selfish,0.348,0.348,1.0
[Name] refused to help the editor xEffect [GEN],gets fired,gets fired,gets fired,1.0,1.0,1.0
[Name] refused to help the editor xIntent [GEN],to be mean,to be mean,to be mean,1.0,1.0,1.0
[Name] refused to help the editor xNeed [GEN],have a problem,to be in charge,have an opinion,0.257,0.437,0.186
[Name] refused to help the editor xReact [GEN],guilty,guilty,guilty,1.0,1.0,1.0
[Name] refused to help the editor xReason [GEN],the editor is not interested,they don't have the authority,they don't have the authority,0.193,0.193,1.0
[Name] refused to help the editor xWant [GEN],apologize,to get a job,to get fired,0.054,0.167,0.7
[Name] did not want to talk with the writer AtLocation [GEN],book,newspaper,mail box,0.344,0.268,0.292
[Name] did not want to talk with the writer CapableOf [GEN],write letter,write letter,write letter,1.0,1.0,1.0
[Name] did not want to talk with the writer Causes [GEN],disappointed,disappointed,disappointed,1.0,1.0,1.0
[Name] did not want to talk with the writer CausesDesire [GEN],sore throat,write,write,0.084,0.084,1.0
[Name] did not want to talk with the writer CreatedBy [GEN],write,writer,dishonest,0.784,0.312,0.327
[Name] did not want to talk with the writer DefinedAs [GEN],write,,s,0.245,0.262,0.242
[Name] did not want to talk with the writer DesireOf [GEN],write,writer,get fired,0.784,0.316,0.289
[Name] did not want to talk with the writer Desires [GEN],write,to be left alone,to be left alone,0.275,0.275,1.0
[Name] did not want to talk with the writer HasA [GEN],write,writer,sad,0.784,0.249,0.226
[Name] did not want to talk with the writer HasFirstSubevent [GEN],sophia,write,sad,0.23,0.187,0.249
[Name] did not want to talk with the writer HasLastSubevent [GEN],sophia,writer,dishonest,0.289,0.159,0.327
[Name] did not want to talk with the writer HasPainCharacter [GEN],sophia,writer,write,0.289,0.23,0.784
[Name] did not want to talk with the writer HasPainIntensity [GEN],write,,dishonest,0.245,0.312,0.246
[Name] did not want to talk with the writer HasPrerequisite [GEN],sophia,writer,write,0.289,0.23,0.784
[Name] did not want to talk with the writer HasProperty [GEN],nervous,nervous,nervous,1.0,1.0,1.0
[Name] did not want to talk with the writer HasSubEvent [GEN],worried,get fired,get fired,0.122,0.122,1.0
[Name] did not want to talk with the writer HasSubevent [GEN],write,writer,write,0.784,1.0,0.784
[Name] did not want to talk with the writer HinderedBy [GEN],Sophia did not want to talk with the writer,PersonX is in a meeting.,Skylar did not want to talk with the writer,0.073,0.599,0.066
[Name] did not want to talk with the writer InheritsFrom [GEN],write,,writer,0.245,0.784,0.161
[Name] did not want to talk with the writer InstanceOf [GEN],write,book,dishonest,0.477,0.312,0.241
[Name] did not want to talk with the writer IsA [GEN],write,,nervous,0.245,0.32,0.266
[Name] did not want to talk with the writer LocatedNear [GEN],sophia,nervous,write,0.189,0.23,0.32
[Name] did not want to talk with the writer LocationOfAction [GEN],dissatisfied,writer,write,0.314,0.329,0.784
[Name] did not want to talk with the writer MadeOf [GEN],write,,writer,0.245,0.784,0.161
[Name] did not want to talk with the writer MadeUpOf [GEN],human,author,author,0.398,0.398,1.0
[Name] did not want to talk with the writer MotivatedByGoal [GEN],tired,,get fired,0.275,0.328,0.162
[Name] did not want to talk with the writer NotCapableOf [GEN],write,lonely,get fired,0.367,0.316,0.194
[Name] did not want to talk with the writer NotDesires [GEN],write,writer,writer,0.784,0.784,1.0
[Name] did not want to talk with the writer NotHasA [GEN],sophia,writer,sad,0.289,0.187,0.226
[Name] did not want to talk with the writer NotHasProperty [GEN],write,story,writer,0.348,0.784,0.327
[Name] did not want to talk with the writer NotIsA [GEN],write,letter,truck,0.564,0.267,0.334
[Name] did not want to talk with the writer NotMadeOf [GEN],sore throat,,sad,0.089,0.168,0.166
[Name] did not want to talk with the writer ObjectUse [GEN],write a letter,get fired,get fired,0.308,0.308,1.0
[Name] did not want to talk with the writer PartOf [GEN],write,writer,doubt,0.784,0.196,0.193
[Name] did not want to talk with the writer ReceivesAction [GEN],write,write letter,write a letter,0.731,0.67,0.967
[Name] did not want to talk with the writer RelatedTo [GEN],get fired,,dishonest,0.162,0.286,0.246
[Name] did not want to talk with the writer SymbolOf [GEN],tired,,get fired,0.275,0.328,0.162
[Name] did not want to talk with the writer UsedFor [GEN],write,,writer,0.245,0.784,0.161
[Name] did not want to talk with the writer isAfter [GEN],Sophia did not want to talk with the writer,PersonX writes a story,PersonX hears a secret,0.279,0.124,0.639
[Name] did not want to talk with the writer isBefore [GEN],Sophia did not want to talk with the writer,PersonX gets fired,Skylar did not want to talk with the writer,0.118,0.599,0.09
[Name] did not want to talk with the writer isFilledBy [GEN],doctor,book,dog,0.369,0.4,0.394
[Name] did not want to talk with the writer oEffect [GEN],gets fired,gets fired,gets fired,1.0,1.0,1.0
[Name] did not want to talk with the writer oReact [GEN],disappointed,disappointed,disappointed,1.0,1.0,1.0
[Name] did not want to talk with the writer oWant [GEN],Sophia did not want to talk with the writer,to talk to person x,to talk to person x,0.211,0.211,1.0
[Name] did not want to talk with the writer xAttr [GEN],irresponsible,irresponsible,irresponsible,1.0,1.0,1.0
[Name] did not want to talk with the writer xEffect [GEN],is asked questions,stops talking,gets fired,0.183,0.155,0.338
[Name] did not want to talk with the writer xIntent [GEN],to be left alone,to be left alone,to be left alone,1.0,1.0,1.0
[Name] did not want to talk with the writer xNeed [GEN],Sophia did not want to talk with the writer,write a letter,not want to talk,0.215,0.391,0.236
[Name] did not want to talk with the writer xReact [GEN],disappointed,disappointed,sad,1.0,0.498,0.498
[Name] did not want to talk with the writer xReason [GEN],the writer is rude,the writer is rude,Skylar did not want to talk with the writer,1.0,0.497,0.497
[Name] did not want to talk with the writer xWant [GEN],to be left alone,to hide,to hide,0.555,0.555,1.0
[Name] did not want to talk to the writer AtLocation [GEN],newspaper,newspaper,book,1.0,0.344,0.344
[Name] did not want to talk to the writer CapableOf [GEN],write letter,write letter,write poem,1.0,0.541,0.541
[Name] did not want to talk to the writer Causes [GEN],disappointed,informative,disappointed,0.194,1.0,0.194
[Name] did not want to talk to the writer CausesDesire [GEN],write,write,write,1.0,1.0,1.0
[Name] did not want to talk to the writer CreatedBy [GEN],write,write,write letter,1.0,0.731,0.731
[Name] did not want to talk to the writer DefinedAs [GEN],writer,,writer,0.161,1.0,0.161
[Name] did not want to talk to the writer DesireOf [GEN],writer,letter,write letter,0.44,0.531,0.829
[Name] did not want to talk to the writer Desires [GEN],to be left alone,write,write,0.275,0.275,1.0
[Name] did not want to talk to the writer HasA [GEN],write,write,sad,1.0,0.249,0.249
[Name] did not want to talk to the writer HasFirstSubevent [GEN],write,writer,sad,0.784,0.249,0.226
[Name] did not want to talk to the writer HasLastSubevent [GEN],write,writer,write letter,0.784,0.731,0.531
[Name] did not want to talk to the writer HasPainCharacter [GEN],write,write,write,1.0,1.0,1.0
[Name] did not want to talk to the writer HasPainIntensity [GEN],writer,,write,0.161,0.784,0.245
[Name] did not want to talk to the writer HasPrerequisite [GEN],write,writer,write,0.784,1.0,0.784
[Name] did not want to talk to the writer HasProperty [GEN],nervous,nervous,nervous,1.0,1.0,1.0
[Name] did not want to talk to the writer HasSubEvent [GEN],stops talking,get yelled at,get fired,0.284,0.282,0.428
[Name] did not want to talk to the writer HasSubevent [GEN],writer,write,write letter,0.784,0.531,0.731
[Name] did not want to talk to the writer HinderedBy [GEN],PersonX needs the money.,PersonX needs the money.,Noel did not want to talk to the writer,1.0,0.092,0.092
[Name] did not want to talk to the writer InheritsFrom [GEN],writer,,sad,0.161,0.226,0.166
[Name] did not want to talk to the writer InstanceOf [GEN],write,write,lose money,1.0,0.388,0.388
[Name] did not want to talk to the writer IsA [GEN],write,writer,write,0.784,1.0,0.784
[Name] did not want to talk to the writer LocatedNear [GEN],write,write,write,1.0,1.0,1.0
[Name] did not want to talk to the writer LocationOfAction [GEN],write,writer,write letter,0.784,0.731,0.531
[Name] did not want to talk to the writer MadeOf [GEN],write,,write letter,0.245,0.731,0.145
[Name] did not want to talk to the writer MadeUpOf [GEN],nervous,letter,writer,0.327,0.269,0.44
[Name] did not want to talk to the writer MotivatedByGoal [GEN],write,letter,write letter,0.564,0.731,0.829
[Name] did not want to talk to the writer NotCapableOf [GEN],lonely,lonely,write letter,1.0,0.191,0.191
[Name] did not want to talk to the writer NotDesires [GEN],write,writer,writer,0.784,0.784,1.0
[Name] did not want to talk to the writer NotHasA [GEN],writer,,letter,0.161,0.44,0.262
[Name] did not want to talk to the writer NotHasProperty [GEN],write,story,write,0.348,1.0,0.348
[Name] did not want to talk to the writer NotIsA [GEN],write,letter,write letter,0.564,0.731,0.829
[Name] did not want to talk to the writer NotMadeOf [GEN],,,laughed at,1.0,0.211,0.211
[Name] did not want to talk to the writer ObjectUse [GEN],stop talking,get fired,leave,0.346,0.415,0.442
[Name] did not want to talk to the writer PartOf [GEN],write,writer,write,0.784,1.0,0.784
[Name] did not want to talk to the writer ReceivesAction [GEN],write a letter,write letter,write letter,0.967,0.967,1.0
[Name] did not want to talk to the writer RelatedTo [GEN],write,,write,0.245,1.0,0.245
[Name] did not want to talk to the writer SymbolOf [GEN],write,write,write,1.0,1.0,1.0
[Name] did not want to talk to the writer UsedFor [GEN],write,,letter,0.245,0.564,0.262
[Name] did not want to talk to the writer isAfter [GEN],PersonX writes a poem,PersonX writes a poem,PersonX writes a poem,1.0,1.0,1.0
[Name] did not want to talk to the writer isBefore [GEN],Maria did not want to talk to the writer,PersonX writes a letter,Noel did not want to talk to the writer,0.259,0.54,0.246
[Name] did not want to talk to the writer isFilledBy [GEN],mom,book,book,0.334,0.334,1.0
[Name] did not want to talk to the writer oEffect [GEN],gets yelled at,gets yelled at,gets fired,1.0,0.557,0.557
[Name] did not want to talk to the writer oReact [GEN],disappointed,disappointed,disappointed,1.0,1.0,1.0
[Name] did not want to talk to the writer oWant [GEN],to talk to person x,to talk to person x,write a letter,1.0,0.322,0.322
[Name] did not want to talk to the writer xAttr [GEN],irresponsible,irresponsible,irresponsible,1.0,1.0,1.0
[Name] did not want to talk to the writer xEffect [GEN],stops talking,stops talking,gets fired,1.0,0.338,0.338
[Name] did not want to talk to the writer xIntent [GEN],to be left alone,to be left alone,to be left alone,1.0,1.0,1.0
[Name] did not want to talk to the writer xNeed [GEN],write a letter,write a letter,write letter,1.0,0.967,0.967
[Name] did not want to talk to the writer xReact [GEN],disappointed,disappointed,disappointed,1.0,1.0,1.0
[Name] did not want to talk to the writer xReason [GEN],the writer is rude,the writer is rude,the writer is rude,1.0,1.0,1.0
[Name] did not want to talk to the writer xWant [GEN],to be left alone,to be left alone,to be left alone,1.0,1.0,1.0
[Name] asked the librarian for help AtLocation [GEN],library,library,library,1.0,1.0,1.0
[Name] asked the librarian for help CapableOf [GEN],ask librarian,need help,call librarian,0.202,0.81,0.187
[Name] asked the librarian for help Causes [GEN],thankful,thankful,librarian,1.0,0.093,0.093
[Name] asked the librarian for help CausesDesire [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] asked the librarian for help CreatedBy [GEN],library,librarian,librarian,0.738,0.738,1.0
[Name] asked the librarian for help DefinedAs [GEN],library,librarian,librarian,0.738,0.738,1.0
[Name] asked the librarian for help DesireOf [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] asked the librarian for help Desires [GEN],librarian,help,librarian,0.178,1.0,0.178
[Name] asked the librarian for help HasA [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] asked the librarian for help HasFirstSubevent [GEN],library,librarian,librarian,0.738,0.738,1.0
[Name] asked the librarian for help HasLastSubevent [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] asked the librarian for help HasPainCharacter [GEN],librarian,librarian,librarian,1.0,1.0,1.0
[Name] asked the librarian for help HasPainIntensity [GEN],librarian,librarian,librarian,1.0,1.0,1.0
